song_id,artist,lyric_text,label
167,killswitch engage,"[Verse 1]
All I've ever wanted was destiny to be fulfilled
It is in my hands, I must not fail, I must not fail
[Verse 2]
Even through the darkest days
This fire burns always
This fire burns always
[Verse 3]
This is the proving ground
Misery begins to rise
Turn away from yesterday
Tomorrow's in my eyes
[Verse 4]
Nevermore to be held down by the waves against me
Nevermore to be cast aside, this day is mine
[Verse 5]
Even through the darkest days
This fire burns always
This fire burns always
[Verse 6]
I will not be denied in this final hour
I will not be denied, this day is mine
This passion inside me is burning, is burning
This passion inside me is burning, is burning
[Verse 7]
Even through the darkest days
This fire burns always
This fire burns always
Always (Always)",angry
168,atreyu,"[Verse 1]
Yeah!
If I gave you pretty enough words
Could you paint a picture of us that works
With emphasis on function, rather than design?
Aren't you tired?
'Cause I will carry you
On a broken back and blown-out knees
I have been where you are for a while
[Verse 2]
Aren't you tired of being weak?
Such rage that you could scream
All the stars right out of the sky
And destroy the prettiest, starry night
Every evening that I die
[Verse 3]
I am exhumed
Just a little less human and a lot more bitter and cold
I am exhumed
Just a little less human and a lot more bitter and cold
I am exhumed
Just a little less human and a lot more bitter and cold
I am exhumed
Just a little less human
[Verse 4]
(Just a little less human, and so much more)
(Just a little less human, and so much more)
(I'm exhumed, just a little less human and so much more)
(So much more, just a little less human, I'm exhumed)
(A lot more bitter, and so much more, I'm exhumed, a lot more bitter)
(And so much more, lot more bitter, I'm exhumed, and so much)
[Verse 5]
After all these images of pain
Have cut right through you
I will kiss every scar and weep
You are not alone
Then I'll show you that place
In my chest where my heart
Still tries to beat
It still tries to beat
[Verse 6]
Aren't you tired of being weak?
Such rage that you could scream
All the stars right out of the sky
And destroy the prettiest, starry night
Every evening that I die
[Verse 7]
Live, love, burn, die
Live, love, burn, die
Live, love, burn, die
Live, love, burn, die",angry
170,demon hunter,"Born from the fire clean
Crawling through the dirt like war
Five years
My mother gave a voice for war
Ten, I was dead
Born again with eyes for war
By fifteen
Hate was the name of my war
Wash me in the river
Give me to the pain of LifeWar
LifeWar
Life—
Twenty years gone
And Father told me life was like war
Hands to the bone
Twenty-five years of war
Thirty, I wake
To the sound of souls at war
I will pass through
Buried with the flag of my war
Wash me in the river
Give me to the pain of LifeWar
LifeWar
LifeWar
LifeWar
LifeWar
LifeWar",angry
173,social distortion,"[Verse 1]
Love is a burning thing
And it makes a fiery ring
Bound by wild desire
I fell into a, a ring of fire
[Chorus]
I fell into a burnin' ring of fire
I went down, down, down
And the flames went higher
And it burn, burn, burns
That ring of fire
That ring of fire
[Verse 2]
The taste of love is sweet
When hearts like ours meet
I fell for ya like a child
Oh, but the fire went wild
[Chorus]
I fell into a burnin' ring of fire
I went down, down, down
And the flames went higher
And it burns, burn, burns
That ring of fire
That ring of fire
Let it burn
[Chorus]
I fell into a burnin' ring of fire
I went down, down, down
And the flames went higher
And it burns, burn, burns
That ring of fire
That ring of fire
[Verse 3]
The taste of love is sweet
When hearts like ours meet
I fell for ya like a child
Oh, but the fire went wild
[Chorus]
I fell into a burnin' ring of fire
I went down, down, down
And the flames went higher
And it burns, burn, burns
That ring of fire
That ring of fire
One more time
[Chorus]
I fell into a burnin' ring of fire
I went down, down, down
And the flames went higher
And it burns, burn, burns
That ring of fire
That ring of fire
[Outro]
That ring of fire
That ring of fire",angry
174,streetlight manifesto,"Go!
Sick and sad again
Sometimes I'd like the rain to end
Sick and sad again
Sometimes I'd like to stand on my own two feet
Went to the corner of second and main
But there was somebody to mention
That they hoped it would rain forever (Yeah!), forever (Yeah!)
So they could drown (Yeah!) in peace
(Then I)
Went down to Hodgkin P.L
But there was nobody to answer
When I rang that doorbell forever, forever
Now I'm sad all the time
Sick and sad again
Sometimes I'd like the rain to end
Sick and sad again
Sometimes I'd like to stand on my own two feet
Today was the day
But she threw it all away
And I could never understand
'Cause she was never one to play by the rules of the game
Her and me were so the same
(And I)
I try so hard and I never give in
And I am never satisfied until the day that I win against them
But I don't care (but I don't care, I can fade away to anywhere)
I'll follow her to anywhere (Don't stop because you might get dropped)
Sick and sad again
Sometimes I'd like the rain to end
Sick and sad again
Sometimes I'd like to stand on my own two feet
(Lets go!)
Sick and sad again
Sometimes I'd like the rain to end
Sick and sad again
Sometimes I'd like to stand on my own two feet
Sick and sad again
Sometimes I'd like the rain to end
Sick and sad again
Sometimes I'd like to stand on my own two feet
Sometimes I'd like to stand on my own two feet",sad
176,limp bizkit,"[Verse 1]
All the tension in the world today
All the little girls fillin' up the world today
When the good comes to bad, the bad comes to good
But I'ma live my life like I should (Like I should)
Now all the critics wanna hit it
Ya shit can how we did it just because they don't get it
But I'll stay fitted, New Era committed
Now this red cap gets a rap from these critics
But do we always gotta cry?
Do we always gotta live inside a lie?
Life's just a blast that's movin' really fast
You better stay on top or life will kick you in the ass
Follow me into a solo
Remember that, kid? So what you wanna do?
And where you gonna run when you're starin' down the cable of a
Mic pointed at your grill like a ****?
Limp Bizkit is rockin' the set
It's like Russian Roulette, when you're placin', you bet
So don't be upset when you're broke and you're done
'Cause I'ma be the one till I jet (I'ma be the one till I jet)
[Chorus]
I know why you wanna hate me
I know why you wanna hate me
I know why you wanna hate me
'Cause hate is all the world has even seen lately
I know why you wanna hate me (Wanna hate me)
I know why you wanna hate me (Wanna hate me)
Now I know why you wanna hate me
'Cause hate is all the world has even seen lately!
[Refrain]
And now you wanna hate me!
'Cause hate is all the world has even seen lately!
And now you wanna hate me!
'Cause hate is all the world has even seen lately!
[Verse 2]
Does anybody really know the secret?
Or the combination for this life and where they keep it?
It's kinda sad when you don't know the meanin'
But everything happens for a reason (Everything happens for a reason)
I don't even know what I should say
'Cause I'm an idiot, a loser, microphone abuser
I analyze every second I exist
Beatin' up my mind every second with my fists
And everybody wanna run (Wanna run)
Everybody wanna hide from the ****
You can take that ride through this life, if you want
But you can't take the edge off the **** (No, sir!)
And now, you want your money back (Your money back)
But you're denied 'cause your brain's fried from the sack
And there ain't nothin' I can do
'Cause life is a lesson, you learn it when you're through
[Chorus]
I know why you wanna hate me
I know why you wanna hate me
I know why you wanna hate me
'Cause hate is all the world has even seen lately
I know why you wanna hate me (Wanna hate me)
I know why you wanna hate me (Wanna hate me)
Now I know why you wanna hate me
'Cause hate is all the world has even seen lately!
[Refrain]
And now you wanna hate me!
'Cause hate is all the world has even seen lately!
And now you wanna hate me!
'Cause hate is all the world has even seen lately!
[Bridge]
Shh
Now I know why
Now I know why
I know why you wanna hate me
Now I know why
I know why you wanna hate me
Now I know why
Now I know why you wanna hate me
[Chorus]
Now I know why you wanna hate me!
Now I know why you wanna hate me!
Now I know why you wanna hate me!
'Cause hate is all the world has even seen lately!
'Cause hate is all the world has even seen lately!
'Cause hate is all the world has even seen lately!",angry
178,the clash,"[Verse 1]
White Riot, I wanna riot
White Riot, a riot of my own
White Riot, I wanna riot
White Riot, a riot of my own
[Verse 2]
Black man gotta lot problems
But they don't mind throwin' a brick
White people go to school
Where they teach you how to plead the fifth
[Verse 3]
Everybody's doin'
Just what they're told to
Nobody wants
To go to jail
[Verse 4]
White Riot, I wanna riot
White Riot, a riot of my own
White Riot, I wanna riot
White Riot, a riot of my own
[Verse 5]
All the power's in the hands
Of the people rich enough to buy it
While we walk the street
Too chicken to even try it
[Verse 6]
Everybody's doing
Just what they're told to
Nobody wants
To go to jail
[Verse 7]
White Riot, I wanna riot
White Riot, a riot of my own
White Riot, I wanna riot
White Riot, a riot of my own
[Verse 8]
Are you takin' over
Or are you takin' orders?
Are you goin' backwards
Or are you goin' forwards?
[Verse 9]
White Riot, I wanna riot
White Riot, a riot of my own
White Riot, I wanna riot
White Riot, a riot of my own",angry
179,me first  the gimme gimmes,"Somewhere over the rainbow, way up high
There's a land that I've heard of once in a lullaby
Somewhere over the rainbow skies are blue
And the dreams that you dare to dream really do come true

Someday I'll wish upon a star
And wake up when the clouds are far behind me
Where troubles melt like lemon drops
Away above the chimney tops, that's where you'll find me

Somewhere over the rainbow, bluebirds fly
Birds fly over the rainbow, why then, oh why can't I?

If happy little blue birds fly across the rainbow, why oh why can't I?",relaxed
180,the winans,"[Verse 1]
Uphold me with thy free spirit
Whatever You do, Lord, don't take Your joy from me
Uphold me with thy free spirit
Whatever You do, Lord, don't take Your joy from me
He said, He said, He said
Uphold me with thy free spirit
(Whatever You do) Whatever You do, Lord, don't take Your joy from me
(Hey, hey, uphold me) Uphold me with thy free spirit
(And whatever You do) Whatever You do, Lord, don't take Your joy from me
[Verse 2]
Cast me not away from Thy presence
Don't take Your Holy Spirit away from me
Make me to hear joy and gladness
I wanna be able to rejoice with Thee
[Verse 3]
Uphold me with thy free spirit
(Oh, whatever You do) Whatever You do, Lord, don't take Your joy from me
(Hey, uphold me) Uphold me with thy free spirit
(And whatever You do, Lord) Whatever You do, Lord, don't take Your joy from me
[Verse 4]
Create in me a clean heart
Renew the right spirit within me
And I'll teach transgressors Your way
Sinners shall be converted unto Thee
[Verse 5]
Uphold me with thy free spirit
(Lord, whatever You) Whatever You do, Lord, don't take Your joy from me
(Don't take Your joy from me, Lord)
Uphold me with thy free spirit
(Lord, I need You, whatever You do)
Whatever You do, Lord, don't take Your joy from me
[Verse 6]
Lord, You can uphold me (Uphold me)
Mold me (Mold me)
Shape me (Shape me)
Make me (Make me) whatever
Whatever You do, Lord, don't take Your joy from me
Lord, You can appoint me (Appoint me)
Anoint me (Anoint me)
Choose me (Choose me)
Use me, (Use me) whatever
Whatever You do, Lord, don't take Your joy from me
Lord, You can rebuke me (Rebuke me)
Reprove me (Reprove me)
Chastise me (Chastise me)
Revive me, (Revive me) whatever
Whatever You do, Lord, don't take Your joy from me
[Verse 7]
(Oh, whatever) Whatever You do, Lord, don't take Your joy from me
(The joy of the Lord in my spirit)
Whatever You do, Lord, don't take Your joy from me",happy
181,donnie mcclurkin,"We fall down, but we get up
We fall down, but we get up, yeah
We fall down, but we get up, oh, yes
For a saint is just a sinner who fell down
But we couldn't stay there and got up, sing now
We fall down (oh woman), but we get up (but we get back up)
We fall down (yeah, yeah, yeah, yeah, yeah), but we get up (get back up again)
We fall down (oh my, my, my), but we get up (but we get back up again)
For a saint is just (yes, we are) a sinner who fell down (oh, yes, we are)
(But we can't stay there) and got up
There's a seed of righteousness inside of you, oh
We fall down (say it now), but we get up (but we get back up again)
We fall down (we fall down sometimes), but we get up (but we get back up again)
We fall down (yes, we do that), but we get up (but we rise back up again)
For a saint is just a sinner who fell down and got up (saint is just a sinner, oh, oh)
Everybody, sing now
We fall down (sometimes), but we get up (but we get back up again)
We fall down (sometimes we fall), but we get up (but we get back up again)
We fall down (it's not too late), but we get up (it's not too late)
For a saint is just a sinner who fell down and got up (saint is just a sinner who-, oh)
Say it again, say I say
We fall down (if you fall), but we get up (you can get back up again)
We fall down (He is full of mercy), but we get up (you can get back up again)
We fall down (it's not too late), but we get up (no matter what you've done)
For a saint is just a sinner who fell down and got up (yeah, yes, oh my God)
Yeah, listen, no matter where you are, no matter what you've done
You can get back up again (get back up again)
Get back up again (get back up again)
No matter how far you've fallen (get back up again)
You can get back up again (get back up again)
He is waiting on you (get back up again)
Just get back up again, oh
(For a saint is just a sinner who fell down) sing this together, yeah
Oh, mine, my brother, my sister (and got up)
No matter what you've done, no matter what you've done
You can get back up again (get back up again)
Get back up again (get back up again)
He is waiting on you (get back up again)
With arms open wide (get back up again)
Run into His arms (get back up again)
Run into His arms, oh
(For a saint is just a sinner who fell down) saint is just-, yes, yes, yeah
Yeah, yeah (and got up)
It's not too late, not too late to
Get back up again (get back up again)
Get back up again (get back up again)
Get back up again (get back up again)
Get back up again (get back up again)
You can get back up again (get back up again)
Get back up again
(For a saint is just a sinner who fell down) yes, yeah
He's full of mercy and full of grace (and got up)
No condemnation, no condemnation
Get back up again (get back up again)
Get back up again (get back up again)
He'll be flying with you (get back up again)
Can you all stand up again? (Get back up again)
It's not too late (get back up again)
Not too late
(For a saint is just a sinner who fell down) a saint is just-, nothing there
There's a cynic who has been saved by Christ (and got up), yeah, yeah",sad
182,tonex,"God has not 4got (x4)
If He said that He would do it
It will come to pass
God has not 4got (x2)
Just keep on believing, God has not 4got (x2)
If He said that He would do it
It will come to pass
God has not 4got (x2)
Dont get discouraged, God has not 4got (x2)
If He said that He would do it
It will come to pass
God has not 4got
(REPEAT UNTIL FADE)",happy
183,jonathan nelson,"I've got evidence
I've got confidence
I'm a conqueror
I know that I'll win
I know who I am
God wrote it in his plan
For me
Ooh, oh oh ohooo my name is VICTORY!
Ooh, oh oh ohooo my name is VICTORY!
God gave me authority
To conquer the enemy
He wrote it my destiny
And my name is victory
He said that I've over come
I know I've already won
He wrote it my destiny
That my name is Victory
I know who I am
God wrote it in his plan
For me
Ooh, oh oh ohooo my name is VICTORY!
Ooh, oh oh ohooo my name is VICTORY!
Lead I know my Identity
My name is VICTORY
I know my Identity
My name is VICTORY!
Victory that's my name
Victory I know who I am
I know my Identity
My name is VICTORY!
Victory that's my name
Victory I know who I am
I know who I am",happy
184,tamela mann,"I've got got the joy of the lord, living inside of me
My soul rejoices, when my problems start knocking at me.
Full of glory, joy unspeakable I got the joy of the lord.
I've got the joy of the lord on the inside of me

I've got the joy of the lord
Living inside of me.
My soul rejoices when my problems come knocking at me.
It's full of glory, hoy unspeakable.
I've got the joy of the lord
I've got the joy
I've got the joy of the lord on the inside of me

I've got the joy of the lord

When I've been crying all night long.
It wipes the tears away.
Lifts my head and say we've been made in due for a night.
Joy!

Is coming, is coming in the morning time.
I've got the joy of the lord,
I've got the joy of the lord on the inside of me.
I've got the joy of the lord, when I've been crying all night long,
Wipes the tears away,
Lifts my head and says we've been made in due for night but joy is coming,
Is coming in the morning time I've got the joy of the lord,
I've got the joy of the lord on the inside of me.
I've got joy
Joy

Joy

Joy

Joy

Joy

Joy
Joy

[Repeat: x3]
The world didn't give it, the world cant take it away",happy
185,cece winans,"[Verse 1]
Anoint my head
Anoint my feet
Send Your angels raining down
Here on the battleground
[Verse 2]
For Your glory
We're taking territory
Fighting unseen enemies
Like never before
We're waging war
[Verse 3]
(Anoint my head)
(Anoint my feet)
(Send Your angels raining down)
(Here on the battleground)
[Verse 4]
For Your glory (For Your Glory)
(Taking territory)
(Fighting unseen enemies) Like never before
(We're waging war)
[Verse 5]
I'm tired of principalities messing with me
(Waging war)
I'm tired of the Devil stealing from me
(Waging war)
I promise he won't get one more thing
(Waging war)
I'm taking it back, taking territory
[Verse 6]
(Waging war)
I'm ready for battle, I'm ready to win
(Waging war)
My weapon of power, He lives within
(Waging war)
I can't be defeated, the enemy's gotta flee
(Waging war)
I'm taking it back, taking territory
[Verse 7]
(Going into battle, going into battle, going into battle)
Going into battle, going into battle, going into battle
Be my sword, be my shield
As we claim the victory over the enemy
In your name, Your rule and reign
Never being defeated anymore
We're waging war
[Verse 8]
(Be my sword, be my shield)
(As we claim the victory over the enemy) Over the enemy
In your name, Your rule and reign
Never being defeated anymore
(We're waging war)
[Verse 9]
I'm tired of principalities messing with me
(Waging war)
I'm tired of the Devil stealing from me
(Waging war)
I promise he won't get, get one more thing
(Waging war)
I'm taking it back, taking territory
[Verse 10]
(Waging war)
I'm ready for the battle, I'm ready to win
(Waging war)
My weapon of power, He lives within
(Waging war)
I can't be defeated, the enemy's gotta flee
(Waging war)
I'm taking it back, I'm taking territory
[Verse 11]
(Going into battle, going into battle, going into battle)
Oh, going into battle, going into battle
Send your fire
Send your fire
[Verse 12]
Oh, oh, fire by night, cloud by day
A strong tower send the latter rain
Lion of Judah, Lord, God, mighty in battle
Since You did it back then, we know You'll do it again
[Verse 13]
(Fire by night, cloud by day)
(A strong tower send down the rain)
(Lion of Judah, Lord, God, mighty in battle)
(Since You did it back then, we know You'll do it again)
[Verse 14]
We're going into battle
We're going into battle
We're going into battle
[Verse 15]
(Fire by night, cloud by day)
(A strong tower send the latter rain)
(Lion of Judah, Lord, God, mighty in battle)
(Since You did it back then, we know You'll do it again)
[Verse 16]
(Fire by night, cloud by day)
(A strong tower send the latter rain)
(Lion of Judah, Lord, God, mighty in battle)
(Since You did it back then, we know You'll do it again)
[Verse 17]
So, we're waging war
(Tired of principalities messing with me)
(Waging war)
Like never before
(I'm tired of the Devil stealing from me)
We're waging War
(I promise he won't get one more thing) One more thing
I'm taking it back, I'm taking it back, I'm taking it back, back
(I'm taking it back, taking territory)
[Verse 18]
(Waging war)
(I'm ready for the battle, I'm ready to win)
I'm ready to win
(Waging war)
(My weapon of power, He lives within)
Oh yeah, He lives within
(Waging war)
(I can't be defeated, the enemy's gotta flee)
No more defeating me
(Waging war)
We're waging, we're waging, we're waging war
Waging war",angry
186,juanita bynum,"You are my peace
You are my peace
You are my peace
And I worship thee
(Repeat)
You have delivered my soul
When the battle was against me
And Your promises You kept
That Your Word will set me free
(If I just) keep my mind on thee
You'll keep me in perfect peace
You have delivered my soul
(From the snare of the enemy)
In the midst of my storm
You held and protected me
(If I just) keep my mind on thee
You'll keep me in perfect peace
You have delivered my soul
(From the snare of the enemy)
In the midst of my storm
You held and protected me
(If I just) keep my mind on thee
You'll keep me in perfect peace
Vamp:
Peace
My Peace
Peace
You're My Peace",relaxed
187,vanessa bell armstrong,"Oh Lord, I Love You
Show me the desires of my heart
Oh Lord I Love You
Show me the desires of my heart
I love You, I love You, I love You
Yea, Yea, Yeah I love You
I love You, I love You
You are the desire of my heart
I praise You, I praise You, I praise You
Yes I praise You, I praise You
You are the desires of my heart
Adore You, adore You, adore You
I adore You, adore You
You are the desires of my heart
Hallelujah, Hallelujah, Hallelujah, Hallelujah, Hallelujah
You are the desire of my heart",happy
188,bb king,"[Verse 1]
The thrill is gone
The thrill is gone away
The thrill is gone, baby
The thrill is gone away
You know you done me wrong, baby
And you'll be sorry someday
[Verse 2]
The thrill is gone
It's gone away from me, yeah
The thrill is gone, baby
The thrill is gone away from me
Although I'll still live on
But so lonely I'll be
[Verse 3]
The thrill is gone
It's gone away for good
Oh, the thrill is gone, baby
It's gone away for good
Someday, I know I'll be over it all, baby
Just like I know a man should
[Verse 4]
You know I'm free, free now, baby
I'm free from your spell
Oh I'm free, free, free now
I'm free from your spell
And now that it's all over
All I can do is wish you well",happy
189,the art of noise,"Moments
Moments
Moments
Moments
In love
In love
In love
Moments
In love
In love
Moments
Moments in love
In love
Moments
In love
In love
Moments in love
Moments in love
Moments in love
Moments in love
In (In), love (Love)
In (In), love (Love)
In (In), love (Love)
In (In), love (Love)
Now, now, now
Now, now (Ahh), now
Now, now, now (Ahh)
Now, now (Ahh), now, now (Ahh)
Now, now, now, now, now, now, now
Moments in love
Moments in love
Moments in love
Moments in love
Moments in love
Moments in love
Moments in love
Moments in love
Moments in love
Moments in love
Moments in love
Moments in love (In love)
Moments in love
Moments in love
Moments in love
Moments in love (Love, love)
Mo—",happy
191,sade,"[Verse 1]
Good times they come and they go
Never going to know
What fate is going to blow
Your way, just hope that it feels right
[Verse 2]
Sometimes it comes and it goes
You take it ever so slow
And then you lose it
Then it flows right to you
[Verse 3]
So we rely on the past
And special moments that last
Were they as tender as we dare to remember?
[Verse 4]
Such a fine time as this
What could equal the bliss?
The thrill of the first kiss
It'll blow right to you
[Chorus]
It's never as good as the first time
Never as good as the first time (Never as good as the first time)
[Verse 5]
Good times, they come and they go
Never going to know
It's like the weather
One day chicken, next day feathers
[Verse 6]
The rose we remember
The thorns we forget
We'd love and leave
We never spend a minute on regret
[Verse 7]
It is a possibility
The more we know, the less we see
Second time is not quite what it seems
Natural as the way we came to be
The second time won't live up to the dream
[Chorus]
It's never as good as the first time (Never as good as the first time)
Never as good as the first time (Never as good as the first time)
[Bridge]
Natural as the way we came to be
Second time won't live up to the dream
As natural as the way we came to be
The second time is not quite what it seems
[Chorus]
Ooh
It's never, ooh, as good as the first time (As the first time)
Never as good as the first time (First time)
[Bridge]
Natural as the way we came to be
Second time won't live up to the dream
Natural as the way we came to be
Second time is not quite what it seems
[Outro]
It's never as good as the first time
As the first time
As good as the first time",relaxed
193,alicia keys,"[Verse 1]
I keep on fallin' in
And outta love with you
Sometimes I love ya, sometimes you make me blue
Sometimes I feel good, at times I feel used
Lovin' you, darlin', makes me so confused
[Chorus]
I keep on fallin' in and out
Of love with you
I never loved someone
The way that I'm lovin' you
[Verse 2]
Oh, oh, I never felt this way
How do you give me so much pleasure
And cause me so much pain? (Yeah, yeah)
Just when I think I've taken more than would a fool
I start fallin' back in love with you
[Chorus]
I keep on fallin' in and out
Of love with you
I never loved someone (Oh, someone)
The way that I'm lovin' you (Way I, uh, uh)
[Bridge]
Oh, baby
I, I, I, I'm fallin' (Yeah, yeah, yeah)
I, I, I, I'm fallin'
Fall, fall, fall (Sing)
Fall
[Chorus]
I keep on fallin' in and out
Out
Of love with you
Love with you
I never loved someone
I never, loved
The way that I'm lovin' you
I
I'm fallin' in and out
Of love with you
Of love with you
I never loved someone
No, no, no
The way that I'm lovin' you
Uh
I'm fallin' in and out
Of love with you
Of love with you
I never loved someone
No, no, no
The way that I'm lovin' you
Uh
[Outro]
What?",happy
194,sade,"[Verse 1]
I couldn't love you more
If time was running out
I couldn't love you more
Oh, right now, baby
[Verse 2]
Oh, right now, baby
[Verse 3]
Take me by the hand, come on
Be my darling, be the one
I wouldn't want to lay or ever love with another
If everyone in the world
Could give me what I wanted
I wouldn't want for more than I have
Hey, yeah
I couldn't love you more if I tried
[Refrain]
Couldn't love you more, boy
Couldn't love you more, boy
[Verse 4]
'Cause darling, I'm on your side
I really am on your side
My love, I'm on your side
Oh, right now, baby
[Verse 5]
Aye, yeah
[Chorus]
I couldn't love you more, boy
Stay exactly how you are, yeah, yeah
I couldn't love you more, boy
I couldn't love you more
I couldn't love you more, boy
Stay exactly how you are, yeah, yeah
I couldn't love you more, boy
I couldn't love you more
[Outro]
If everyone in the world (On your side)
Would give me their treasure (On your side)
I would not want for more (On your side, oh, right now, baby)
Than I have right now",happy
195,sting,"[Verse 1]
If the night turned cold and the stars looked down
And you hug yourself on the cold, cold ground
You'd wake the morning in a stranger's coat
No one would you see
[Verse 2]
Ask yourself, who'd watch for me?
My only friend, who could it be?
It's hard to say it, I hate to say it
But it's probably me
[Verse 3]
When your belly's empty and the hunger's so real
And you're too proud to beg and too dumb to steal
You search the city for your only friend
No one would you see
[Verse 4]
Ask yourself, who could it be?
A solitary voice to speak out and set me free
I hate to say it, I hate to say it
But it's probably me
[Verse 5]
You're not the easiest person I've ever got to know
And it's hard for us both to let our feelings show
Some would say I should let you go your way, you'll only make me cry
If there's one guy, just one guy who'd lay down his life or you and die
It's hard to say it, I hate to say it
But it's probably me
[Verse 6]
When the world's gone crazy and it makes no sense
There's only one voice that comes to your defense
The jury's out and your eyes search the room
For one friendly face is all you need to see
[Verse 7]
If there's one guy, just one guy who'd lay down his life for you and die
It's hard to say it, I hate to say it
But it's probably me
I hate to say it, I hate to say it
But it's probably me
I hate to say it, I hate to say it
But it's probably me
I hate to say it, I hate to say it
But it's probably me",angry
196,go west,"I guess you wonder where I've been
I searched to find the love within
And I came back to let you know
Got a thing for you and I can't let go
My friends wonder what is wrong with me
But I'm in a daze from your love, you see
And I came back to let you know
Got a thing for you and I can't let go
Some people go around the world for love
But they may never find what they dream of
What you won't do, do for love
You've tried everything but you won't give up
In my world, only you make me do
For love what I would not do
My friends wonder what is wrong with me
But I'm in a daze from your love, you see
And I came back to let you know
Got a thing for you and I can't let go
And though I only want the best it's true
I can't believe the things I do for you
What you won't do, do for love
You've tried everything but you won't give up
In my world, only you make me do
For love what I would not do
What you won't do, do for love
You've tried everything but you won't give up
In my world, only you, only you make me do
For love what I would not do
Make me do for love what I would not do
Make me do for love
What you won't do, do for love
You've tried everything but you won't give up
In my world, only you make me do",happy
197,robin thicke,"[Chorus]
I'm lost without you, can't help myself
How does it feel to know that I love you, baby?
I'm lost without you, can't help myself
How does it feel to know that I love you, baby?
[Verse 1]
Tell me how you love me more
And how you think I'm sexy, baby
That you don't want nobody else
You don't want this guy, you don't want that guy
You wanna touch yourself when you see me
Tell me how you love my body
And how I make you feel, baby
You wanna roll with me, you wanna hold with me
You wanna stay warm and get out of the cold with me
I just love to hear you say it
It makes a man feel good, baby
Tell me you depend on it, I need to hear it
[Chorus]
I'm lost without you, can't help myself
How does it feel to know that I love you, baby?
I'm lost without you, can't help myself
How does it feel to know that I love you, baby?
[Verse 2]
Baby, you're the perfect shape
Baby, you're the perfect weight
Treat me like my birthday
I want it this way, I want it that way, I want it
Tell me you don't want me to stop (Don't stop)
Tell me it would break your heart
But you love me and all my dirty
You wanna roll with me, you wanna hold with me
You wanna make fires and get Norwegian wood with me
I just love to hear you say it
It makes a man feel good, baby
[Chorus]
I'm lost without you, can't help myself
How does it feel to know that I love you, baby?
I'm lost without you, can't help myself
How does it feel to know that I love you, baby?
[Bridge]
'Cause you will tell me every morning
Ooh, alright, baby
Oh, yeah, oh, baby
Oh, darling, alright
[Chorus]
I'm lost without you, can't help myself
How does it feel to know that I love you, baby?
I'm lost without you, can't help myself
How does it feel to know that I love you, baby?
[Outro]
Ooh, yeah, oh, baby
Oh, darlin', alright
Oh, baby, oh, darlin'
Ooh, ooh, ooh, baby, alright
Yeah",happy
198,sade,"[Verse 1]
I gave you all the love I got
I gave you more than I could give
Gave you love
I gave you all that I have inside
And you took my love
You took my love
[PreChorus]
Didn't I tell you
What I believe
Did somebody say that
A love like that won't last
Didn't I give you
All that I've got to give, baby
[Verse 2]
I gave you all the love I got
I gave you more than I could give
Gave you love
I gave you all that I have inside
And you took my love
You took my love
[Refrain]
I keep crying (Keep crying)
I keep trying for you
There's nothing like you and I, baby
[Chorus]
This is no ordinary love
No ordinary love
This is no ordinary love
No ordinary love
[Verse 3]
When you came my way
You brightened every day
With your sweet smile
[PreChorus]
Didn't I tell you
What I believe
Did somebody say that
A love like that won't last
Didn't I give you
All that I've got to give, baby
[Chorus]
This is no ordinary love
No ordinary love
This is no ordinary love
No ordinary love
[Refrain]
I keep crying (Keep crying)
I keep trying for you
There's nothing like you and I, baby
[Chorus]
This is no ordinary love
No ordinary love
This is no ordinary love
No ordinary love
[Outro]
Keep trying for you
Keep crying for you
Keep flying for you
Keep flying (And I'm falling)
[Outro]
And I'm falling
[Outro]
Keep trying for you
Keep crying for you
Keep flying for you
Keep flying (And I'm falling)
[Outro]
And I'm falling",happy
199,luther vandross,"[Verse 1]
I speak to myself sometimes
And I say, ""Oh my""
In a lot of ways you're a lucky guy
And now all you need is a chance to try any love""
[Verse 2]
And in my heart there's a need to shout
Dying, screaming, crying let me out
Are all those feelings that I want to touch, any love
[Verse 3]
Ooh, what a world for the lonely guy
Sometimes I feel I'm gonna lose my mind (My mind)
Can anybody tell me just where to find
Any love, any love
[Verse 4]
I know everyone needs a love no doubt
Any love, any love
And everybody feels alone without
Any love, any love
[Verse 5]
And I know there's a love waiting
To enter my life, enter my life
Everyday as I live
I try to think positive
I pray for someone good to come, any love
[Verse 6]
Love is sweet and so divine
And I can't wait for my love light to shine (To shine)
Can anybody tell me where I can find
Any love, any love
[Verse 7]
I know everyone needs a love no doubt
Any love, any love
And everybody feels alone without
Any love (Any love) any love
[Verse 8]
And I know there's a love waiting for me
To enter my life, come into my life
[Verse 9]
Suddenly out of the clear blue sky
Lonely tears start to fill my eyes
I can weep, but I refuse to cry
I've got to keep holding on
I've got to be very strong
To keep holding on
[Verse 10]
I know everyone needs a love no doubt
Any love, any love
And everybody feels alone without
Any love (Any love) any love
And I know, I know, I know, I know, that she'll come into my life
Into my, into my life (Where is the love, where is the love?)
[Verse 11]
I know everyone needs a love no doubt (Into my life)
Any love (Any love) any love
And everybody feels alone without
Any love (Any love) any love
And I need her love, yeah
She'll come into my, into my, into my life, ooh
(Where is the love, where is the love, where is the love, any love)
(Everyone needs a love no doubt)
Any love, any love
(Everybody feels alone without)
Any love, any love, ooh",happy
