Index;Artist;Title;Mood;Lyrics 
ML352;The Beatles;All You Need Is Love;happy;"[Intro]
Love, love, love
Love, love, love
Love, love, love
[Verse 1]
There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
[Verse 2]
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy
[Chorus]
All you need is love
All you need is love
All you need is love, love
Love is all you need
[Bridge]
Love, love, love
Love, love, love
Love, love, love
[Chorus]
All you need is love
All you need is love
All you need is love, love
Love is all you need
[Verse 3]
There's nothing you can know that isn't known
Nothing you can see that isn't shown
Nowhere you can be that isn't where you're meant to be
It's easy
[Chorus]
All you need is love
All you need is love
All you need is love, love
Love is all you need
[Chorus]
All you need is love (All together now)
All you need is love (Everybody)
All you need is love, love
Love is all you need
[Outro]
Love is all you need (Love is all you need)
Love is all you need (Love is all you need)
Love is all you need (Love is all you need)
Love is all you need (Love is all you need)
Love is all you need (Love is all you need)
Love is all you need (Love is all you need)
Love is all you need (Love is all you need)
Love is all you need (Love is all you need)
Love is all you need (Love is all you need)
Love is all you need (Love is all you need)
Love is all you need (Love is all you need)
Yeehey! (Love is all you need)
You need
Love is all you need
Yesterday
Whoa
Love is all you need
Love is all you need (Oh yeah)
Love is all you need
Loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah"
ML353;Johnny Nash;I Can See Clearly Now;relaxed;"[Verse 1]
I can see clearly now the rain is gone
I can see all obstacles in my way
Gone are the dark clouds that had me blind
It's gonna be a bright (bright), bright (bright)
Sunshiny day
It's gonna be a bright (bright), bright (bright)
Sunshiny day
[Verse 2]
I think I can make it now, the pain gone
All of the bad feelings have disappeared
Here is the rainbow I've been praying for
It's gonna be a bright (bright), bright (bright)
Sunshiny day
[Verse 3]
Look all around, there's nothing but blue skies
Look straight ahead, nothing but blue skies
[Verse 4]
I can see clearly now the rain is gone
I can see all obstacles in my way
Gone are the dark clouds that had me blind
It's gonna be a bright (bright), bright (bright)
Sunshiny day
It's gonna be a bright (bright), bright (bright)
Sunshiny day
It's gonna be a bright (bright), bright (bright)
Sunshiny day
It's gonna be a bright (bright), bright (bright)
Sunshiny day"
ML354;Three Dog Night;Joy To The World;happy;"[Verse 1]
Jeremiah was a bullfrog
Was a good friend of mine
I never understood a single word he said
But I helped him drink his wine
And he always had some mighty fine wine
[Verse 2]
Singin' joy to the world
All the boys and girls now
Joy to the fishes in the deep blue sea
Joy to you and me
[Verse 3]
If I were the king of the world
Tell you what I'd do
I'd throw away the cars and the bars and the wars
Make sweet love to you
[Verse 4]
Singin' now, joy to the world
All the boys and girls
Joy to the fishes in the deep blue sea
Joy to you and me
[Verse 5]
You know I love the ladies
Love to have my fun
I'm a high night flier and a rainbow rider
A straight shootin' son of a gun
I said, a straight shootin' son of a gun
[Verse 6]
Joy to the world
All the boys and girls
Joy to the fishes in the deep blue sea
Joy to you and me
[Verse 7]
Joy to the world
All the boys and girls
Joy to the world
Joy to you and me
[Verse 8]
Joy to the world (Yeah, yeah)
All the boys and girls
Joy to the fishes in the deep blue sea
Joy to you and me (Yeah)
[Verse 9]
(Singin' baby) Joy to the world
Joy to you and me
(You know I'm in joy)
[Verse 10]
Joy to the world
(You know I'm in joy)
All the boys and girls
Joy to the fishes in the deep blue sea
Joy to you and me
[Verse 11]
(You know I'm joy) Joy to the world
(You know I'm in joy) All the boys and girls
(Yeah, yeah)
Joy to the fishes in the deep blue sea
Joy to you and me
(Oh, no, no)
[Verse 12]
Joy to the world
All the boys and girls now"
ML355;Ringo Starr;It Don't Come Easy;relaxed;"[Verse 1]
It don't come easy
You know it don't come easy
It don't come easy
You know it don't come easy
[Verse 2]
Got to pay your dues if you wanna sing the blues
And you know it don't come easy
You don't have to shout or leap about
You can even play them easy
[Verse 3]
Forget about the past
And all your sorrows
The future won't last
It will soon be your tomorrow
[Verse 4]
I don't ask for much, I only want trust
And you know it don't come easy
And this love of mine keep growin' all the time
And you know it just ain't easy
[Verse 5]
Open up your heart
Let's come together
Use a little luck
And we will make it work out better
[Verse 6]
Got to pay your dues if you wanna sing the blues
And you know it don't come easy
You don't have to shout or leap about
You can even play them easy
[Verse 7]
Please remember peace
Is how we make it
Here within your reach
If you're big enough to take it
[Verse 8]
I don't ask for much, I only want trust
And you know it don't come easy
And this love of mine keep growin' all the time
And you know it don't come easy"
ML356;Shontelle;Perfect Nightmare;angry;"Sometimes we fight, sometimes I cry
Why don't I just tell him goodbye?
Sometimes I should, but sometimes I don't
Build up the strength to say that it's wrong
Sometimes I hate, sometimes I love
Sometimes I hurt, sometimes I don't
Sometimes I wait for him to change
But it's okay, I've disguised the pain, yeah
And I don't ever wanna leave him alone
They say I'm brainwashed, but I'm in love with this man, yeah
Keep tellin' myself that it's not worth it
I already know I don't deserve it
But if it's from you, I don't mind hurtin'
This is my perfect nightmare
So when will I wake up and scream
""No way, no way, no way, no way, no way, no way, no way""?
But if it's from you, I don't mind hurtin'
This is my perfect nightmare, perfect nightmare
Sometimes I keep my cool, sometimes I let him know
Sometimes I even pack my bags to walk out the door
Sometimes I feel safe, sometimes I really don't
Sometimes I promise that I'm ready to let him go
But I don't ever wanna leave him alone
They say I'm brainwashed, but I'm in love with this man, oh-oh-oh
Keep tellin' myself that it's not worth it
I already know I don't deserve it
But if it's from you, I don't mind hurtin'
This is my perfect nightmare
So when will I wake up and scream
""No way, no way, no way, no way, no way, no way, no way""?
But if it's from you, I don't mind hurtin'
This is my perfect nightmare, perfect nightmare
Hopin' he's changin', but I'm scared he's not
Can't see a way to leave, help me open my eyes
Keep tellin' myself that it's not worth it (keep tellin' myself)
I already know I don't deserve it
But if it's from you, I don't mind hurtin'
This is my perfect nightmare, perfect-
Keep tellin' myself that it's not worth it (no way, no way)
I already know I don't deserve it
But if it's from you, I don't mind hurtin'
This is my perfect nightmare
So when will I wake up and scream
""No way, no way, no way, no way, no way, no way, no way""?
But if it's from you, I don't mind hurtin'
This is my perfect nightmare, perfect nightmare
No way, no way, no way, no way, no way, no way, no way
But if it's from you, I don't mind hurtin'
This is my perfect nightmare, perfect nightmare (perfect nightmare)"
ML357;Ke$ha;Your Love Is My Drug;happy;"[Verse 1]
Maybe I need some rehab
Or maybe just need some sleep
I got a sick obsession
I'm seein' it in my dreams
I'm lookin' down every alley
I'm makin' those desperate calls
I'm stayin' up all night hopin'
Hittin' my head against the wall
[PreChorus]
What you've got, boy, is hard to find
I think about it all the time
I'm all strung out, my heart is fried
I just can't get you off my mind
[Chorus]
Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love
[Verse 2]
Won't listen to any advice
Mama's tellin' me I should think twice
Better left to my own devices
I'm addicted, it's a crisis
My friends think I've gone crazy
My judgment's gettin' kinda hazy
My steeze is gonna be affected
If I keep it up like a lovesick crackhead
[PreChorus]
What you've got, boy, is hard to find
I think about it all the time (All the time)
I'm all strung out, my heart is fried
I just can't get you off my mind
[Chorus]
Because your love, your love, your love is my drug
Your love, your love, your love
I said, your love, your love, your love is my drug
Your love, your love, your love
[Bridge]
I don't care what people say
The rush is worth the price I pay
I get so high when you're with me
But crash and crave you when you leave (Leave)
[Bridge]
Hey, so I got a question (You leave, you leave)
Do you wanna have a slumber party in my basement?
Do I make your heart beat like an 808 drum?
Is my love your drug? (When you leave)
Your drug (You leave)
Huh, your drug (You leave, when you leave)
Huh, your drug
Is my love your drug?
Because
[Chorus]
Because your love, your love, your love is my drug
Your love, your love, your love
I said, your love, your love, your love is my drug
Your love, your love, your love
[Chorus]
Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love
[Outro]
Hey
Hey, so
Your love, your love, your love, your love, is my drug
I like your beard"
ML358;Shenandoah;I Want To Be Loved Like That;happy;"[Verse 1]
Natalie Wood gave her heart to James Dean
High school rebel and the teenage queen
Standin' together in an angry world
One boy fightin' for one girl
[Verse 2]
I want to be loved like that
I want to be loved like that
A promise you can't take back
If you're gonna love me
I want to be loved like that
[Verse 3]
Daddy never gave mama a diamond ring
But mama never wanted for anything
Because what he gave her, it came from the heart
And a bond that was never torn apart
[Verse 4]
I want to be loved like that
I want to be loved like that
A promise you can't take back
If you're gonna love me
I want to be loved like that
[Verse 5]
An old man kneelin' all alone
Plants his flowers in a garden of stone
For seven years now she's been gone
And his devotion is still goin' strong
[Verse 6]
I want to be loved like that
I want to be loved like that
A promise you can't take back
If you're gonna love me
I want to be loved like that
I want to be loved like that
A promise you can't take back
If you're gonna love me
I want to be loved like that"
ML359;George Strait;Baby Blue;relaxed;"[Verse 1]
She looked so much like a lady
But she was so much like a child
A devil when she held me close
An angel when she smiled
She always held it deep inside, but somehow I always knew
She'd go away when the grass turned green
And the sky turned baby blue
[Chorus]
Baby blue was the color of her eyes
Baby blue, like the Colorado skies
Like a breath of spring, she came and left
And I still don't know why
So, here's to you and whoever holds my baby blue tonight
[Verse 2]
She brought colors to my life
That my eyes have never touched
When she taught me how to care
I never cared so much
I try not to think of her, but I fall asleep and do
And drift off where the grass is green and the sky is baby blue
[Chorus]
Baby blue was the color of her eyes
Baby blue, like the Colorado skies
Like a breath of spring, she came and left
And I still don't know why
So, here's to you and whoever holds my baby blue tonight
[Chorus]
Baby blue was the color of her eyes
Baby blue, like the Colorado skies
Like a breath of spring, she came and left
And I still don't know why
So, here's to you and whoever holds my baby blue tonight
[Outro]
Baby blue was the color of her eyes
Baby blue, like the Colorado skies
Baby blue was the color of her eyes
Baby blue, like the Colorado skies
Baby blue was the color of her eyes
Baby blue, like the Colorado skies
Baby blue"
ML360;Porter Wagoner;Green, Green Grass Of Home;relaxed;"The old hometown looks the same as I step down from the train
And there to meet me is my mama and papa
And down the road I look and there runs Mary
Hair of gold and lips like cherries
It's good to touch the green green grass of home
Yes they've all come to meet me
Arms are reached smiling sweetly
It's so good to touch the green green grass of home
The old house is still standing though the paint is cracked and dry
And there's that old oak tree that I used to play on
Down the lane I walked with my sweet Mary hair of gold and lips like cherries
It's good to touch the green green grass of home
Then I awake and look around me at these four grey walls that surround me
And I realize that I was only dreaming
For there's a guard and there's the sad old padre
Arm in arm we'll walk at daybreak
When again I'll touch the green green grass of home
They'll all come to see me in the shade of that old oak tree
As they lay me neath the green green grass of home"
ML361;John Anderson;Wild And Blue;relaxed;"[Verse 1]
Way across town a phone rings off the wall
If you know he ain't home why do you keep callin'?
You're gonna drive yourself crazy, and you know that it's true
It's just makin' you wild and blue
[Verse 2]
Wild and blue and it's no wonder
I look at the things that you do
They could just take you up yonder, honey
You're already wild and blue
[Verse 3]
In somebody's room on the far side of town
With your minds all made up and your shades all pulled down
Someone is trying to satisfy you
He don't know you're wild and you're blue
[Verse 4]
Wild and blue and it's no wonder
I look at the things that you do
They could just take you up yonder, honey
You're already wild and blue
[Verse 5]
It's four in the morning and your all alone
With no place to go, why don't you come home?
I'll be right here, baby, waitin' for you
I know you've been wild and blue
[Verse 6]
Wild and blue and it's no wonder
I look at the things that you do
They could just take you up yonder, honey
You're already wild and blue
[Verse 7]
Wild and blue and it's no wonder
I look at the things that you do
They could just take you up yonder, honey
You're already wild and blue
Wild and blue and it's no wonder"
ML362;Merle Haggard;Rainbow Stew;relaxed;"[Verse 1]
There's a big, brown cloud in the city
And the countryside's a sin
The price of life is too high to give up
It's gotta come down again
The world wide war is over and done
And the dream of peace comes true
We'll all be drinkin' that free Bubble Up
And eatin' that rainbow stew
[Verse 2]
When they find out how to burn water
And the gasoline car is gone
When an airplane flies without any fuel
And the sunlight heats our home
But one of these days when the air clears up
And the sun come shinin' through
We'll all be drinkin' that free Bubble Up
And eatin' that rainbow stew
[Verse 3]
Eatin' rainbow stew in a silver spoon
Underneath that sky of blue
We'll all be drinkin' that free Bubble Up
And eatin' that rainbow stew
[Verse 4]
Ya don't have to get high to get happy
Just think about what's in store
When people start doin' what they oughta be doin'
Then they won't be booin' no more
When a President goes through the White House door
Does what he says he'll do
We'll all be drinkin' that free Bubble Up
And eatin' that rainbow stew
[Verse 5]
Eatin' rainbow stew in a silver spoon
Underneath that sky of blue
We'll all be drinkin' that free Bubble Up
And eatin' that rainbow stew
[Verse 6]
Eatin' rainbow stew in a silver spoon
Underneath that sky of blue
We'll all be drinkin' that free Bubble Up
And eatin' that rainbow stew"
ML363;Juice Newton;Angel Of The Morning;relaxed;"[Verse 1]
There'll be no strings to bind your hands
Not if my love can't bind your heart
There's no need to take a stand
'Cause it was I who chose to start
I see no need to take me home,
I'm old enough to face the dawn
[Verse 2]
Just call me angel of the morning, angel
Just touch my cheek before you leave me, baby
Just call me angel of the morning, angel Then slowly turn away from me.
Then slowly turn away from me
[Verse 3]
Maybe the sun's light will be dim
And it won't matter anyhow
If morning's echo says we've sinned
It was what I wanted now
And if we're victims of the night
I won't be blinded by the light
[Verse 4]
Just call me angel of the morning, angel
Just touch my cheek before you leave me, baby
Just call me angel of the morning, angel
[Verse 5]
Then slowly turn away
I won't beg you to stay with me
Through the tears of day
Of the years, bay-ay-ay-bee
[Verse 6]
Just call me angel of the morning, angel
Just touch my cheek before you leave me, baby
Just call me angel of the morning, angel
Just touch my cheek before you leave me, darling
Just call me angel of the morning, angel
Just touch my cheek before you leave me, darling"
ML364;Randy Travis;If I Didn't Have You;sad;"Well, I lost my heart on the day we met
But I gained a lot and that I don't regret
Then I hung around 'til you said ""I do""
I knew I wouldn't have nothin' if I didn't have you
Well, it changed my thinkin' when you changed your name
And neither one of us will ever be the same
And I swear, I'm never gonna be untrue
'Cause I wouldn't have nothin' if I didn't have you
If I didn't have you, I'd long ago been left in the dark out in the cold
Blowin' around from town to town like a feather in the wind
If I didn't have you, I know I'd be flounderin' around like a ship at sea
Lost in the rain of a hurricane and that's where I'd have been
But I didn't get lost 'cause I saw your light
Shinin' like a beacon on a cold dark night
And the sun came up and the skies turned blue
No, I wouldn't have nothin' if I didn't have you
Well, I count my blessings, every night I pray
That the Lord lets me keep you just one more day
And every day He does, 'cause God knows too
That I wouldn't have nothin' if I didn't have you
If I didn't have you, I'd long ago been left in the dark out in the cold
Blowin' around from town to town like a feather in the wind
If I didn't have you, I know I'd be flounderin' around like a ship at sea
Lost in the rain of a hurricane and that's where I'd have been
But I didn't get lost 'cause I saw your light
Shinin' like a beacon on cold dark night
Then the sun came up and the skies turned blue
No, I wouldn't have nothing if I didn't have you
Well, I've already said it, but I swear, it's true
I know I wouldn't have nothin' if I didn't have you"
ML365;Johnny Cash;Ring Of Fire;angry;"[Verse 1]
Love is a burning thing
And it makes a fiery ring
Bound by wild desire
I fell in to a ring of fire
[Chorus]
I fell in to a burning ring of fire
I went down, down, down and the flames went higher
And it burns, burns, burns
The ring of fire
The ring of fire
[Chorus]
I fell in to a burning ring of fire
I went down, down, down and the flames went higher
And it burns, burns, burns
The ring of fire
The ring of fire
[Verse 2]
The taste of love is sweet
When hearts like ours meet
I fell for you like a child
Oh, but the fire went wild
[Chorus]
I fell in to a burning ring of fire
I went down, down, down and the flames went higher
And it burns, burns, burns
The ring of fire
The ring of fire
[Chorus]
I fell in to a burning ring of fire
I went down, down, down and the flames went higher
And it burns, burns, burns
The ring of fire
The ring of fire
[Outro]
And it burns, burns, burns
The ring of fire
The ring of fire
The ring of fire
The ring of fire
The ring of fire
The ring of fire"
ML366;Willie Nelson;Always On My Mind;relaxed;"[Verse 1]
Maybe I didn't love you
Quite as often as I could have
Maybe I didn't treat you
Quite as good as I should have
If I made you feel second best
Girl, I'm sorry I was blind
[Chorus]
But you were always on my mind
You were always on my mind
[Verse 2]
Maybe I didn't hold you
All those lonely, lonely times
I guess I never told you
That I'm so happy that you're mine
Little things I should have said and done
I just never took the time
[Chorus]
But you were always on my mind
You were always on my mind
[Bridge]
Tell me
Tell me that your sweet love hasn't died
And give me
Give me one more chance to keep you satisfied
I'll keep you satisfied
[PreChorus]
Little things I should have said and done
I just never took the time
[Chorus]
But you were always on my mind
You were always on my mind
You were always on my mind
You were always on my mind"
ML367;Dwight Yoakam;Honky Tonk Man;relaxed;"[Chorus]
Well, I'm a honky tonk man and I can't seem to stop
I love to give the girls a whirl to the music of an old jukebox
But when my money's all gone, I'm on the telephone singin'
Hey, hey, mama, can your daddy come home?
[Verse 1]
Well, now, I'm livin' wild and dangerously
But I've got plenty of company
The moon comes up and the sun goes down
I can't wait to see the lights of town
[Chorus]
'Cause I'm a honky tonk man and I can't seem to stop
I love to give the girls a whirl to the music of an old jukebox
And when my money's all gone, I'm on the telephone singin'
Hey, hey, mama, can your daddy come home?
[Chorus]
Well, I'm a honky tonk man and I can't seem to stop
I love to give the girls a whirl to the music of an old jukebox
And when my money's all gone, I'm on the telephone singin'
Hey, hey, mama, can your daddy come home?
[Verse 2]
Hey now, a pretty little girl and a jug of wine
Well, that's what it takes to make a honky tonk time
The jukebox moanin' those honky tonk sounds
Well, I can't wait to lay my money down
[Chorus]
'Cause I'm a honky tonk man and I can't seem to stop
I love to give the girls a whirl to the music of an old jukebox
But when my money's all gone, I'm on the telephone singin'
Hey, hey, mama, can your daddy come home?
[Chorus]
I'm a honky tonk man and I can't seem to stop
I love to give the girls a whirl to the music of an old jukebox
When my money's all gone, I'm on the telephone singin'
Hey, hey, mama, can your daddy come home?"
ML368;Mark Chesnutt;Brother Jukebox;relaxed;"[Verse 1]
Brother Jukebox
Sister Wine
Mother Freedom
Father Time
Since she left me by myself
You're the only family I got left
[Verse 2]
I go down to that same old cafe
Where I try to wash my troubles away
I'm still down and I'm still all alone
But it beats stayin' home all night long
[Verse 3]
Brother Jukebox
Sister Wine
Mother Freedom
Father Time
Since she left me by myself
You're the only family I've got left
[Verse 4]
I go home and I climb that old stairway
And I tell myself tomorrow's a new day
But I know I'll just go down again
And spend my time with my new next of kin
[Verse 5]
Brother Jukebox
Sister Wine
Mother Freedom
Father Time
Since she left me by myself
You're the only family I've got left
[Verse 6]
Brother Jukebox
Sister Wine
Mother Freedom
Father Time
Since she left me by myself
You're the only family I got left
You're the only family I got left"
ML369;Cavo;Blame;sad;"Said you'd always feel like
Then everything just changed in the blink of an eye
And I could never leave like
There was anything left to leave behind
You were right there, and I was lonely
And I could let you down
Someday you'll say
There's always been a part of me
Feeling like my heart is so far away
Searching for a part of me
Looking for somebody to blame
Said you'd always be around
Then you leave it all out on the line
I'd tear it all down
Just to watch you change what you know was right
You were right there, and I was lonely
And I could let you down
Someday you'll say
There's always been a part of me
Feeling like my heart is so far away
Searching for a part of me
Looking for somebody to blame
I need you to hear
Everything I wanted to say
Someday you'll say
There's always been a part of me
Feeling like my heart is so far away
Searching for a part of me
Looking for somebody to blame
Somebody to blame
Searching for a part of me
Looking for somebody to blame"
ML370;Sammy Hagar;I Don't Need Love;happy;"[Verse 1]
Her look is evil satisfaction
She likes to see me on my knees
Yeah, but just to touch the main attraction
Well, I can put up with the tease
[Chorus]
I don't need love
You know what I'm thinkin' of
I can't get enough, no
I don't need love
[Instrumental]
There's something crazy goin' down here
She's tryin' to save it, now you can bet
I never had my hands and face so full of love
And never got to get wet, no
[Chorus]
I don't need love
You know what I'm thinkin' of
I can't get enough
I don't need love
[Instrumental]
I don't really know what love is
Hey, I'm just lookin' for some sex, yeah
[Chorus]
I don't need love
You know what I'm thinkin' of
I can't get enough, no
I don't need love
You know what I'm thinkin' of
I can't get enough
I don't need love
I don't need love"
ML371;Alice Cooper;School's Out;sad;"[Verse 1]
Well, we got no choice
All the girls and boys
Makin' all that noise
'Cause they found new toys
[PreChorus]
Well, we can't salute ya
Can't find a flag
If that don't suit ya
That's a drag
[Chorus]
School's out for summer
School's out forever
School's been blown to pieces
[Bridge]
No more pencils
No more books
No more teacher's dirty looks, yeah
[Verse 2]
Well, we got no class
And we got no principles
And we got no innocence
We can't even think of a word that rhymes
[Chorus]
School's out for summer
School's out forever
My school's been blown to pieces
[Bridge]
No more pencils
No more books
No more teacher's dirty looks
Out for summer
Out till fall
We might not come back at all
[Outro]
School's out forever
School's out for summer
School's out with fever
School's out completely"
ML372;Kiss;Do You Love Me?;happy;"[Verse 1]
You really like my limousine
You like the way the wheels roll
You like my seven-inch leather heels
And goin' to all of the shows, but
[Chorus]
Do you love me?
Do you love me?
Do you love me?
Really love me
[Verse 2]
You like the credit cards and private planes
Money can really take you far
You like the hotels and fancy clothes
And the sound of electric guitars, but
[Chorus]
Do you love me?
Do you love me?
Do you love me?
I mean like do you
Really love me?
[Verse 3]
You really like rock and roll
All of the fame and the masquerade
You like the concerts and studios
And all the money, honey, that I make, but
[Chorus]
Do you love me?
Do you love me?
Do you love me?
Really love me
[Bridge]
Your backstage pass and black sunglasses
Make you look just like a queen
Even the fans, they know your face
From all of the magazines, but
[Chorus]
Do you love me? (Do you love me?)
Do you love me? (Do you love me?)
Do you love me? (Do you love me?)
Really love me? (Really love me?)
I wanna know
[Chorus]
Do you love me? (Do you love me?)
Do you love me? (Do you love me?)
Do you love me? (Do you love me?)
I mean like do you
Really love me? (Really love me?)
[Chorus]
I wanna know
Do you love me? (Do you love me?)
Do you love me? (Do you love me?)
Do you love me? (Do you love me?)
I mean like do you
Really love me? (Really love me?)
[Outro]
I want you to, I need you to (Do you love me?)
And you know I'm so tired of everybody sayin' it (Do you love me?)
And you know, I just gotta know (Do you love me?)
If you really, really, really, really love me
So come on
[Outro]
Do you love me?
I need you to
Do you love me?
I want you to
Do you love me?
I need you
Really love me (Really love me)
I wanna know
Do you love me? (Do you love me?)
Do you? Do you? (Do you love me?)
I just gotta have some love (Do you love me?)
I just gotta have some love
I just got to have some l-l-l-l-love"
ML373;Led Zeppelin;Nobody's Fault But Mine;sad;"[Verse 1]
Oh, oh, oh-oh
Oh, oh, oh-oh
Oh-oh, oh, oh, oh-oh, oh-oh
Oh-oh, oh-oh, oh, oh-oh, oh-oh
[Verse 2]
Oh, nobody's fault but mine
Nobody's fault but mine, yeah
Try to save my soul tonight
Oh, it's nobody's fault but mine
[Verse 3]
Devil, he told me to roll
The devil, he told me to roll
How to roll but not collide
It's nobody's fault but mine, yeah
[Verse 4]
Oh, oh, oh-oh
Oh, oh, oh-oh
Oh-oh, oh, oh, oh-oh, oh-oh
Oh-oh, oh-oh, oh, oh-oh, oh-oh
[Verse 5]
Oh, oh, oh-oh
Oh, oh, oh-oh
Oh-oh, oh, oh, oh-oh, oh-oh
Oh-oh, oh-oh, oh, oh-oh, oh-oh
[Verse 6]
Oh, oh, oh-oh
Oh, oh, oh-oh
Oh-oh, oh, oh, oh-oh, oh-oh
Oh-oh, oh-oh, oh, oh-oh, oh-oh
[Verse 7]
Brother, he showed me the gong
My brother, he showed me the ding-dong, ding-dong
How to kick that gong tonight
Oh, it's nobody's fault but mine
[Verse 8]
That monkey on my back
The mo-mo-mo-monkey on my back, back, back, back
Gonna change my ways tonight
Nobody's fault but mine
[Verse 9]
Oh, oh, oh-oh
Oh, oh, oh-oh
Oh-oh, oh, oh, oh-oh, oh-oh
Oh-oh, oh-oh, oh, oh-oh, oh-oh
[Verse 10]
Oh, oh, oh-oh
Oh, oh, oh-oh
Oh-oh, oh, oh, oh, oh-oh
Oh-oh, oh-oh, oh, oh-oh, oh-oh
[Verse 11]
Oh, oh, oh
Oh, oh, oh, oh
How to kick that gong tonight
No-no-no-no-no-nobody's fault"
ML374;ZZ Top;Blue Jean Blues;relaxed;"[Verse 1]
I done ran into my baby
And finally found my old blue jean
I done ran into my baby
And finally found my old blue jean
[Verse 2]
I could tell that they was mine
From the oil and the gasoline
[Verse 3]
If I ever get back my blue jean
Lord how happy could one man be
If I ever get back my blue jean
Lord, how happy could one man be
[Verse 4]
'Cause if I get back those blue jeans
You know my baby be bringing them home to me"
ML375;Thirty Seconds To Mars;This Is War;angry;"[Verse 1]
A warning to the people
The good and the evil
This is war
To the soldier, the civilian
The martyr, the victim
This is war
[PreChorus]
It's the moment of truth and the moment to lie
The moment to live and the moment to die
The moment to fight, the moment to fight
To fight, to fight, to fight
[Chorus]
To the right, to the left
We will fight to the death
To the edge of the Earth
It's a brave new world
From the last to the first
To the right, to the left
We will fight to the death
To the edge of the Earth
It's a brave new world
It's a brave new world
[Instrumental]
A warning to the prophet
The liar, the honest
This is war
To the leader, the pariah
The victor, the messiah
This is wa-a-ar yeah
[PreChorus]
It's the moment of truth and the moment to lie
The moment to live and the moment to die
The moment to fight, the moment to fight
To fight, to fight, to fight
[Chorus]
To the right, to the left
We will fight to the death
To the edge of the Earth
It's a brave new world
From the last to the first
To the right, to the left
We will fight to the death
To the edge of the Earth
It's a brave new world
It's a brave new world
It's a brave new world
[Instrumental]
I do believe in the light
Raise your hands into the sky
The fight is done, the war is won
Lift your hands toward the sun
Toward the sun (It's the moment of truth and the moment to lie
The moment to live and the moment to die)
Toward the sun (It's the moment of truth and the moment to lie
The moment to live and the moment to die)
Toward the sun (It's the moment to fight, the moment to fight
To fight, to fight, to fight)
The war is won
[Instrumental]
To the right, to the left
We will fight to the death
To the edge of the Earth
It's a brave new world
From the last to the first
To the right, to the left
We will fight to the death
To the edge of the Earth
It's a brave new world
It's a brave new world
It's a brave new world
[Outro]
A brave new world
The war is won
The war is won
A brave new world"
ML376;311;Lovesong;happy;"[Verse 1]
Whenever I'm alone with you
You make me feel like I am home again
Whenever I'm alone with you
You make me feel like I am whole again
[Verse 2]
Whenever I'm alone with you
You make me feel like I am young again
Whenever I'm alone with you
You make me feel like I am fun again
[Chorus]
However far away
I will always love you
However long I stay
I will always love you
Whatever words I say
I will always love you
I will always love you
[Verse 3]
Whenever I'm alone with you
You make me feel like I am free again
Whenever I'm alone with you
You make me feel like I am clean again
[Chorus]
However far away
I will always love you
However long I stay
I will always love you
Whatever words I say
I will always love you
I will always love you"
ML377;Marilyn Manson;Tainted Love;happy;"[Verse 1]
Sometimes I feel I've got to
Run away, I've got to
Get away
From the pain you drive in the heart of me
The love we share
Seems to go nowhere
And I've lost my light
For I toss and turn
I can't sleep at night
[Verse 2]
Once I ran to you (I ran)
Now I'll run from you
This tainted love you've given
I give you all a boy could give you
Take my tears and that's not nearly all
Tainted love (Oh)
Tainted love
[Verse 3]
Now I know I've got to
Run away, I've got to
Get away
You don't really want any more from me
To make things right
You need someone to hold you tight
And you think love is to pray
But I'm sorry I don't pray that way
[Verse 4]
Once I ran to you ( I ran)
Now I'll run from you
This tainted love you've given
I give you all a boy could give you
Take my tears and that's not nearly all
Tainted love (Oh)
Tainted love
[Verse 5]
Don't touch me, please
I cannot stand the way you tease
I love you though you hurt me so
Now I'm gonna pack my things and go
[Verse 6]
Touch me baby, tainted love
Touch me baby, tainted love
Touch me baby, tainted love
Touch me baby, tainted love
[Verse 7]
Once I ran to you (I ran)
Now I'll run from you
This tainted love you've given
I give you all a boy could give you
Take my tears and that's not nearly all
Tainted love (Oh)
Tainted love (Oh)
Tainted love (Oh)
Tainted love"
